movie_id,month,campaign_type,platform,spend,ctr
M220,2020-08,Social Media,Meta,17000,0.0476
M220,2020-08,Search,YouTube,25000,0.0517
M220,2020-09,Social Media,YouTube,80000,0.0512
M220,2020-09,Search,Meta,30000,0.0147
M221,2019-09,Social Media,YouTube,37000,0.0278
M221,2019-09,Search,Google,48000,0.0333
M221,2019-10,Social Media,Google,73000,0.0423
M221,2019-10,Search,Google,106000,0.0138
M221,2019-11,Social Media,Meta,119000,0.038
M221,2019-11,Search,TikTok,62000,0.0556
M222,2019-01,Social Media,YouTube,89000,0.0344
M222,2019-01,Search,Meta,84000,0.0358
M223,2021-12,Social Media,Meta,13000,0.0639
M223,2021-12,Search,TikTok,106000,0.0274
M223,2022-01,Social Media,YouTube,149000,0.0652
M223,2022-01,Search,Meta,108000,0.0465
M223,2022-02,Social Media,TikTok,127000,0.0642
M223,2022-02,Search,TikTok,106000,0.0278
M224,2023-08,Social Media,Google,105000,0.0624
M224,2023-08,Search,YouTube,128000,0.0345
M224,2023-09,Social Media,TikTok,20000,0.0661
M224,2023-09,Search,TikTok,144000,0.0167
M224,2023-10,Social Media,TikTok,70000,0.0623
M224,2023-10,Search,TikTok,82000,0.0446
M225,2021-05,Social Media,YouTube,137000,0.0457
M225,2021-05,Search,Google,124000,0.0223
M225,2021-06,Social Media,TikTok,115750,0.017
M225,2021-06,Search,Google,63000,
M225,2021-07,Social Media,YouTube,141000,0.0599
M225,2021-07,Search,Google,52000,0.0592
