product_id,month,orders_count,avg_order_value,revenue,return_rate
P5089,2019-12,77,64.93,4999.96,0.092
P5091,2019-12,164,56.05,9192.21,0.0763
P5092,2019-12,151,63.98,9660.9,0.0743
P5096,2019-12,150,61.97,9295.26,0.0882
P5097,2019-12,150,63.94,9591.74,0.0899
P5099,2019-12,167,63.28,10567.95,0.065
P5101,2019-12,151,61.65,9309.26,0.0823
P5105,2019-12,166,57.89,9609.94,0.1077
P5106,2019-12,149,63.63,9481.12,0.0633
P5108,2019-12,169,60.24,10181.04,0.0906
P5110,2019-12,169,64.65,10925.37,0.0849
P5111,2019-12,157,61.06,9586.42,0.0991
P5112,2019-12,166,58.1,9644.26,0.0919
P5117,2019-12,163,64.15,10456.99,0.0663
P5118,2019-12,164,57.42,9416.56,0.0833
P5001,2020-01,116,151.82,17610.68,0.106
P5002,2020-01,123,149.17,18348.09,0.0638
P5007,2020-01,49,147.91,7247.82,0.0639
P5009,2020-01,122,145.45,17744.59,0.0973
P5010,2020-01,131,153.22,20072.33,0.066
P5012,2020-01,124,148.13,18368.38,0.1007
P5014,2020-01,127,150.13,19066.47,0.0857
P5017,2020-01,125,147.9,18487.51,0.0708
P5020,2020-01,120,151.81,18217.21,0.073
P5024,2020-01,127,150.64,19131.51,0.1037
P5025,2020-01,179,48.98,8766.84,0.2266
P5031,2020-01,182,48.38,8805.49,0.2619
P5033,2020-01,160,48.28,7724.2,0.231
P5039,2020-01,161,46.07,7417.11,0.2523
P5040,2020-01,179,49.74,8903.98,0.2681
P5041,2020-01,175,41.83,7321.04,0.2666
P5043,2020-01,163,44.02,7175.77,0.2424
P5044,2020-01,172,48.18,8287.02,0.2414
P5045,2020-01,171,44.88,7674.67,0.2405
P5046,2020-01,173,42.01,7267.28,0.2296
P5049,2020-01,144,57.62,8297.34,0.0933
P5051,2020-01,143,59.44,8499.65,0.0916
P5052,2020-01,137,55.99,7670.28,0.0799
P5056,2020-01,135,61.96,8364.71,0.0614
P5060,2020-01,144,63.9,9201.11,0.0964
P5061,2020-01,138,56.27,7765.69,0.0924
P5063,2020-01,137,56.49,7738.5,0.1045
P5065,2020-01,147,56.41,8291.92,0.1003
P5066,2020-01,144,62.13,8946.89,0.085
P5067,2020-01,137,55.64,7622.72,0.0671
P5068,2020-01,136,56.15,7636.02,0.0611
P5073,2020-01,143,63.57,9090.44,0.0624
P5074,2020-01,140,56.08,7850.91,0.0991
P5076,2020-01,143,62.76,8975.37,0.0952
P5077,2020-01,130,57.54,7480.41,0.0902
P5078,2020-01,138,58.73,8104.54,0.0951
P5086,2020-01,137,62.18,8518.69,0.0931
P5088,2020-01,133,64.84,8623.43,0.0887
P5089,2020-01,147,57.62,8470.02,0.0992
P5091,2020-01,144,59.31,8540.8,0.066
P5092,2020-01,142,55.04,7816.25,0.088
P5096,2020-01,145,60.83,8820.87,0.104
P5098,2020-01,134,55.28,7407.25,0.0884
P5099,2020-01,143,61.07,8733.6,0.1092
P5101,2020-01,130,61.01,7931.84,0.0916
P5105,2020-01,134,56.77,7607.14,0.0778
P5106,2020-01,141,55.26,7791.98,0.0982
P5108,2020-01,145,57.17,8288.95,0.1086
P5110,2020-01,141,56.36,7947.19,0.0967
P5111,2020-01,136,64.88,8823.44,0.0881
P5112,2020-01,138,62.29,8596.58,0.068
P5117,2020-01,135,64.17,8662.37,0.0939
P5118,2020-01,56,58.94,3300.41,0.0858
P5001,2020-02,122,152.88,18651.12,0.0922
P5002,2020-02,116,154.3,17899.32,0.1
P5007,2020-02,130,145.46,18910.13,0.0656
P5009,2020-02,117,150.99,17665.66,0.104
P5010,2020-02,116,154.47,17919.09,0.0775
P5012,2020-02,123,146.52,18022.17,0.0842
P5014,2020-02,116,154.27,17894.83,0.0812
P5017,2020-02,129,146.34,18878.23,0.0899
P5020,2020-02,128,149.93,19191.0,0.0892
P5024,2020-02,130,150.41,19552.94,0.1053
P5025,2020-02,163,41.39,6747.38,0.2473
P5031,2020-02,178,46.81,8331.65,0.2493
P5033,2020-02,162,43.75,7086.96,0.2692
P5039,2020-02,164,41.47,6800.67,0.255
P5040,2020-02,162,49.44,8010.0,0.2685
P5041,2020-02,163,46.89,7642.77,0.2461
P5043,2020-02,163,41.97,6840.9,0.257
P5044,2020-02,177,47.59,8423.05,0.2261
P5045,2020-02,162,45.32,7341.37,0.2293
P5046,2020-02,182,45.15,8218.11,0.232
P5049,2020-02,137,55.81,7646.01,0.0871
P5051,2020-02,58,63.78,3699.33,0.0971
P5052,2020-02,137,56.75,7774.63,0.0745
P5056,2020-02,138,56.72,7826.76,0.0637
P5060,2020-02,142,63.72,9048.36,0.0635
P5061,2020-02,147,60.69,8920.83,0.0711
P5063,2020-02,142,61.52,8735.68,0.1053
P5065,2020-02,143,55.42,7925.26,0.0916
P5066,2020-02,133,58.46,7774.81,0.0831
P5067,2020-02,133,55.76,7416.03,0.0849
P5068,2020-02,136,55.34,7525.77,0.1083
P5073,2020-02,145,59.04,8560.5,0.0685
P5074,2020-02,139,64.56,8973.18,0.1085
P5076,2020-02,142,60.2,8548.56,0.0788
P5077,2020-02,144,58.89,8479.77,0.0724
P5078,2020-02,137,62.77,8598.87,0.1039
P5086,2020-02,140,59.72,8361.12,0.1032
P5088,2020-02,138,64.35,8879.87,0.1089
P5089,2020-02,134,60.51,8107.77,0.0837
P5091,2020-02,144,59.75,8604.13,0.0911
P5092,2020-02,141,58.78,8287.65,0.0927
P5096,2020-02,137,61.51,8427.5,0.0877
P5098,2020-02,137,58.89,8067.71,0.1042
P5099,2020-02,134,56.95,7631.51,0.0876
P5101,2020-02,131,64.62,8465.19,0.1098
P5105,2020-02,141,64.38,9077.02,0.0737
P5106,2020-02,148,55.53,8218.42,0.0758
P5108,2020-02,144,55.25,7955.95,0.077
P5110,2020-02,136,59.83,8136.21,0.0743
P5111,2020-02,138,56.17,7751.51,0.074
P5112,2020-02,138,61.52,8489.94,0.1089
P5115,2020-02,139,61.75,8583.87,0.0654
P5117,2020-02,148,57.61,8526.44,0.0924
P5118,2020-02,138,62.47,8620.43,0.0645
P5119,2020-02,147,59.62,8764.12,0.0865
P5001,2020-03,126,147.3,18560.16,0.0793
P5002,2020-03,129,152.57,19681.33,0.1093
P5007,2020-03,124,153.4,19022.21,0.0873
P5009,2020-03,118,154.75,18260.2,0.0652
P5010,2020-03,125,147.53,18441.77,0.1043
P5012,2020-03,130,152.35,19805.44,0.1011
P5014,2020-03,125,150.91,18863.24,0.1002
P5017,2020-03,127,150.32,19090.99,0.0703
P5020,2020-03,116,154.66,17940.57,0.0642
P5024,2020-03,132,151.12,19948.46,0.1052
P5025,2020-03,164,45.85,7519.51,0.2498
P5031,2020-03,176,48.89,8604.19,0.2376
P5033,2020-03,177,44.97,7958.83,0.2433
P5039,2020-03,160,49.15,7864.22,0.2661
P5040,2020-03,181,47.75,8642.25,0.2515
P5041,2020-03,173,44.73,7738.07,0.2404
P5043,2020-03,167,49.06,8193.19,0.23
P5044,2020-03,177,44.39,7856.75,0.2345
P5045,2020-03,161,45.7,7357.08,0.2326
P5046,2020-03,168,44.15,7416.87,0.2307
P5049,2020-03,146,61.92,9040.12,0.0938
P5051,2020-03,149,58.85,8768.52,0.0695
P5052,2020-03,137,59.98,8217.61,0.1069
P5056,2020-03,142,64.24,9122.43,0.0628
P5060,2020-03,149,63.93,9525.79,0.0941
P5061,2020-03,139,55.88,7767.11,0.0671
P5063,2020-03,136,56.0,7615.8,0.0826
P5065,2020-03,147,61.14,8987.23,0.0633
P5066,2020-03,133,57.82,7690.41,0.1094
P5067,2020-03,137,62.46,8556.6,0.0836
P5068,2020-03,135,60.07,8109.37,0.0701
P5073,2020-03,142,57.53,8168.79,0.079
P5074,2020-03,147,62.06,9122.99,0.095
P5076,2020-03,145,64.56,9361.51,0.0923
P5077,2020-03,143,56.99,8148.86,0.1054
P5078,2020-03,145,63.62,9224.4,0.0632
P5081,2020-03,67,57.54,3855.24,0.0943
P5086,2020-03,146,59.26,8651.96,0.0792
P5088,2020-03,133,57.62,7663.63,0.0871
P5089,2020-03,134,56.82,7613.23,0.1018
P5091,2020-03,138,57.27,7903.37,0.0847
P5092,2020-03,143,59.06,8445.86,0.0641
P5096,2020-03,134,62.45,8368.9,0.0785
P5098,2020-03,139,64.37,8947.26,0.0677
P5099,2020-03,131,63.4,8305.21,0.0733
P5101,2020-03,145,60.82,8819.19,0.0971
P5105,2020-03,149,60.51,9015.86,0.1011
P5106,2020-03,142,55.87,7934.16,0.1001
P5108,2020-03,138,64.46,8896.09,0.0683
P5110,2020-03,145,56.61,8208.4,0.0644
P5111,2020-03,135,61.11,8250.12,0.0854
P5112,2020-03,146,56.25,8212.6,0.0649
P5115,2020-03,133,59.66,7935.06,0.0972
P5117,2020-03,148,56.37,8343.44,0.0692
P5118,2020-03,132,61.19,8076.47,0.0607
P5119,2020-03,145,58.44,8474.02,0.1081
P5001,2020-04,122,147.69,18017.66,0.1013
P5002,2020-04,128,149.93,19190.46,0.074
P5007,2020-04,117,151.13,17681.66,0.0979
P5009,2020-04,123,149.99,18448.94,0.0816
P5010,2020-04,132,146.1,19285.03,0.0649
P5012,2020-04,129,148.79,19193.54,0.0705
P5014,2020-04,117,151.37,17710.45,0.0898
P5017,2020-04,131,151.09,19792.56,0.0827
P5020,2020-04,128,147.18,18838.54,0.0805
P5024,2020-04,121,152.68,18474.79,0.06
P5025,2020-04,165,48.25,7961.16,0.2613
P5031,2020-04,164,48.2,7904.86,0.2492
P5032,2020-04,178,41.23,7338.32,0.253
P5033,2020-04,169,45.8,7740.65,0.2514
P5039,2020-04,182,45.25,8236.39,0.2366
P5040,2020-04,167,45.8,7647.83,0.233
P5041,2020-04,170,46.49,7902.88,0.2553
P5043,2020-04,178,43.59,7758.8,0.2368
P5044,2020-04,162,42.55,6892.76,0.2556
P5045,2020-04,356,45.59,16230.53,0.2292
P5046,2020-04,175,44.56,7797.51,0.2265
P5049,2020-04,140,60.88,8522.67,0.0944
P5051,2020-04,133,61.46,8173.71,0.0622
P5052,2020-04,147,62.94,9252.2,0.1073
P5056,2020-04,139,64.68,8990.78,0.0757
P5060,2020-04,142,61.71,8762.18,0.092
P5061,2020-04,140,58.2,8148.37,0.0872
P5063,2020-04,143,60.18,8605.76,0.0894
P5065,2020-04,138,59.39,8195.81,0.0858
P5066,2020-04,149,64.09,9550.1,0.0952
P5067,2020-04,136,62.55,8507.42,0.0628
P5068,2020-04,147,55.76,8197.17,0.0703
P5073,2020-04,143,64.18,9177.37,0.0682
P5074,2020-04,140,57.68,8074.92,0.0704
P5076,2020-04,130,62.14,8078.39,0.0625
P5077,2020-04,143,58.93,8427.19,0.0623
P5078,2020-04,147,58.79,8642.1,0.0926
P5081,2020-04,143,60.54,8657.53,0.0729
P5086,2020-04,146,63.34,9247.71,0.0753
P5088,2020-04,130,57.42,7464.66,0.0977
P5089,2020-04,133,59.36,7894.97,0.098
P5091,2020-04,133,62.11,8260.35,0.0891
P5092,2020-04,141,58.63,8266.8,0.0728
P5096,2020-04,144,62.05,8935.62,0.0666
P5098,2020-04,142,63.75,9052.91,0.0794
P5099,2020-04,139,56.41,7841.64,0.0781
P5101,2020-04,140,62.86,8800.13,0.0835
P5105,2020-04,146,57.32,8368.87,0.0922
P5106,2020-04,143,56.52,8082.32,0.1009
P5108,2020-04,139,55.89,7768.2,0.1054
P5110,2020-04,131,63.42,8307.41,0.0616
P5111,2020-04,132,62.75,8282.36,0.1078
P5112,2020-04,136,61.5,8364.48,0.0815
P5115,2020-04,149,58.17,8667.07,0.0623
P5117,2020-04,146,61.57,8988.97,0.0831
P5118,2020-04,148,56.21,8318.34,0.1098
P5119,2020-04,135,64.92,8764.26,0.0683
P5001,2020-05,120,146.64,17597.0,0.0763
P5002,2020-05,125,154.45,19306.57,0.079
P5007,2020-05,120,148.26,17791.02,0.0678
P5009,2020-05,129,148.65,19176.4,0.0985
P5010,2020-05,128,151.99,19454.08,0.0888
P5012,2020-05,120,149.92,17989.9,0.0689
P5014,2020-05,130,151.22,19658.62,0.0629
P5017,2020-05,123,146.42,18009.46,0.1088
P5020,2020-05,127,151.75,19272.19,0.0906
P5024,2020-05,123,153.21,18844.42,0.0768
P5025,2020-05,177,46.4,8212.36,0.2614
P5028,2020-05,171,46.3,7917.58,0.2282
P5031,2020-05,66,45.41,2996.94,0.237
P5032,2020-05,161,40.29,6486.69,0.2458
P5033,2020-05,171,48.62,8313.58,0.2417
P5039,2020-05,174,48.71,8474.91,0.2423
P5040,2020-05,172,43.25,7438.38,0.2356
P5041,2020-05,172,42.03,7230.0,0.2251
P5043,2020-05,180,48.77,8778.11,0.2241
P5044,2020-05,174,44.09,7671.85,0.2694
P5045,2020-05,161,40.76,6562.04,0.233
P5046,2020-05,179,40.64,7274.46,0.2526
P5049,2020-05,136,56.88,7736.25,0.0893
P5051,2020-05,131,60.45,7919.41,0.0634
P5052,2020-05,133,64.55,8585.56,0.0698
P5056,2020-05,143,56.39,8064.42,0.0895
P5060,2020-05,137,63.38,8682.9,0.0661
P5061,2020-05,134,60.23,8071.29,0.0707
P5063,2020-05,147,60.31,8865.85,0.0858
P5065,2020-05,135,58.97,7961.12,0.0743
P5066,2020-05,148,57.05,8443.93,0.0602
P5067,2020-05,142,55.24,7844.22,0.088
P5068,2020-05,131,57.28,7503.53,0.0918
P5073,2020-05,133,62.24,8277.61,0.0994
P5074,2020-05,135,55.32,7468.76,0.0792
P5076,2020-05,132,58.43,7712.58,0.1017
P5077,2020-05,149,58.63,8735.16,0.077
P5078,2020-05,133,57.42,7637.24,0.0738
P5081,2020-05,136,62.3,8473.26,0.0603
P5086,2020-05,148,55.83,8263.19,0.0622
P5088,2020-05,140,60.3,8442.38,0.1092
P5089,2020-05,143,57.63,8240.91,0.0633
P5091,2020-05,145,57.01,8266.5,0.1088
P5092,2020-05,147,61.66,9064.03,0.086
P5096,2020-05,131,56.4,7388.44,0.0964
P5098,2020-05,142,64.6,9173.48,0.0693
P5099,2020-05,147,62.58,9198.56,0.1
P5101,2020-05,134,55.0,7370.55,0.0957
P5105,2020-05,149,55.85,8321.82,0.102
P5106,2020-05,148,57.75,8546.83,0.1006
P5108,2020-05,133,55.78,7418.7,0.0714
P5110,2020-05,135,64.78,8745.88,0.0616
P5111,2020-05,133,58.23,7744.54,0.0738
P5112,2020-05,141,61.69,8698.56,0.0778
P5115,2020-05,139,61.62,8565.53,0.0919
P5117,2020-05,138,56.8,7838.55,0.0761
P5118,2020-05,130,64.55,8392.01,0.0826
P5119,2020-05,140,61.56,8619.05,0.0969
P5001,2020-06,147,149.77,22015.56,0.1086
P5002,2020-06,139,147.96,20565.95,0.1025
P5007,2020-06,143,146.51,20951.52,0.0757
P5009,2020-06,142,147.27,20912.38,0.0987
P5010,2020-06,134,151.73,20331.71,0.0656
P5012,2020-06,150,152.52,22877.79,0.0635
P5014,2020-06,137,146.45,20064.22,0.1044
P5017,2020-06,148,153.59,22731.91,0.096
P5020,2020-06,141,153.66,21666.72,0.0662
P5024,2020-06,278,153.42,42651.99,0.0721
P5025,2020-06,199,44.36,8826.69,0.249
P5028,2020-06,200,47.42,9484.42,0.2209
P5031,2020-06,207,45.38,9393.34,0.2465
P5032,2020-06,187,48.58,9084.39,0.22
P5033,2020-06,197,49.42,9735.3,0.2324
P5039,2020-06,189,40.78,7707.33,0.2236
P5040,2020-06,185,46.3,8565.3,0.2375
P5041,2020-06,210,40.7,8547.65,0.2542
P5043,2020-06,183,45.7,8363.12,0.2605
P5044,2020-06,200,46.18,9235.4,0.2546
P5045,2020-06,202,43.53,8793.89,0.2647
P5046,2020-06,188,47.73,8973.39,0.2205
P5049,2020-06,166,57.95,9620.41,0.0733
P5051,2020-06,159,60.13,9560.04,0.069
P5052,2020-06,157,55.26,8675.31,0.0866
P5056,2020-06,152,61.15,9294.56,0.0851
P5060,2020-06,168,64.98,10915.95,0.0948
P5061,2020-06,159,60.41,9605.77,0.1014
P5063,2020-06,150,64.16,9624.61,0.0733
P5065,2020-06,156,56.26,8776.98,0.0734
P5066,2020-06,171,60.12,10280.46,0.104
P5067,2020-06,167,57.92,9672.09,0.0775
P5068,2020-06,163,55.82,9098.75,0.0783
P5073,2020-06,153,57.79,8842.07,0.0711
P5074,2020-06,170,59.49,10113.73,0.0698
P5076,2020-06,159,62.14,9880.62,0.0634
P5077,2020-06,163,57.34,9347.2,0.0753
P5078,2020-06,166,59.69,9908.33,0.0681
P5081,2020-06,154,56.55,8709.14,0.0884
P5086,2020-06,170,60.13,10221.71,0.1007
P5088,2020-06,162,64.5,10449.4,0.0781
P5089,2020-06,166,57.81,9596.52,0.0677
P5091,2020-06,171,62.13,10623.49,0.09
P5092,2020-06,159,56.56,8992.81,0.0603
P5096,2020-06,171,59.58,10188.45,0.086
P5098,2020-06,152,61.89,9406.55,0.0682
P5099,2020-06,171,58.98,10085.92,0.1084
P5100,2020-06,158,58.09,9178.96,0.0731
P5101,2020-06,166,61.13,10147.11,0.0931
P5103,2020-06,155,55.95,8672.59,0.0646
P5105,2020-06,171,55.92,9562.48,0.061
P5106,2020-06,162,63.48,10283.56,0.0937
P5108,2020-06,164,55.16,9045.61,0.0697
P5110,2020-06,161,57.94,9327.73,0.0616
P5111,2020-06,169,56.78,9596.36,0.0645
P5112,2020-06,168,57.82,9714.35,0.075
P5115,2020-06,153,59.74,9140.17,0.0928
P5117,2020-06,155,56.66,8782.78,0.0716
P5118,2020-06,166,64.48,10703.74,0.0949
P5119,2020-06,165,63.99,10558.31,0.0928
P5001,2020-07,77,150.29,11572.08,0.0899
P5002,2020-07,145,154.97,22471.29,0.0676
P5007,2020-07,152,153.5,23331.68,0.0816
P5009,2020-07,145,152.2,22069.43,0.0864
P5010,2020-07,142,154.5,21939.28,0.1019
P5012,2020-07,147,152.91,22478.28,0.0798
P5014,2020-07,145,147.52,21390.21,0.0824
P5017,2020-07,145,152.99,22184.04,0.0986
P5020,2020-07,133,154.68,20572.85,0.107
P5024,2020-07,138,145.5,20079.41,0.0981
P5025,2020-07,206,47.3,9744.71,0.2347
P5028,2020-07,187,42.01,7855.79,0.2531
P5031,2020-07,203,44.84,9103.09,0.2405
P5032,2020-07,196,48.07,9422.65,0.2273
P5033,2020-07,207,48.05,9945.76,0.2372
P5039,2020-07,206,41.13,8473.47,0.2457
P5040,2020-07,185,40.72,7532.48,0.2279
P5041,2020-07,183,46.31,8473.93,0.2398
P5043,2020-07,191,46.99,8975.31,0.2509
P5044,2020-07,192,41.27,7924.47,0.2206
P5045,2020-07,197,46.52,9164.0,0.2546
P5046,2020-07,210,43.34,9101.75,0.2588
P5049,2020-07,168,57.72,9697.57,0.11
P5051,2020-07,150,62.86,9429.08,0.0629
P5052,2020-07,157,62.87,9870.84,0.072
P5056,2020-07,159,60.81,9668.27,0.0987
P5059,2020-07,163,61.03,9948.1,0.069
P5060,2020-07,171,55.09,9420.21,0.0901
P5061,2020-07,162,63.67,10314.57,0.0782
P5063,2020-07,160,58.7,9391.58,0.1092
P5065,2020-07,167,57.98,9682.99,0.0605
P5066,2020-07,162,55.94,9063.06,0.0895
P5067,2020-07,153,59.91,9166.53,0.0819
P5068,2020-07,155,61.13,9475.81,0.0641
P5073,2020-07,169,58.8,9936.41,0.0772
P5074,2020-07,172,64.63,11117.13,0.0696
P5076,2020-07,152,61.04,9278.25,0.0709
P5077,2020-07,165,64.71,10677.92,0.1033
P5078,2020-07,160,58.64,9382.81,0.0928
P5081,2020-07,150,55.29,8293.48,0.0854
P5086,2020-07,157,64.93,10193.38,0.0945
P5088,2020-07,171,60.4,10328.35,0.0631
P5089,2020-07,159,60.36,9596.76,0.0666
P5091,2020-07,171,58.88,10069.02,0.0847
P5092,2020-07,165,64.15,10585.53,0.0824
P5096,2020-07,170,59.02,10032.72,0.101
P5098,2020-07,349,62.43,21789.04,0.07
P5099,2020-07,172,57.38,9869.48,0.0794
P5100,2020-07,166,64.32,10676.53,0.0675
P5101,2020-07,156,57.1,8907.28,0.0859
P5103,2020-07,155,59.24,9182.07,0.0654
P5105,2020-07,156,60.25,9399.48,0.0821
P5106,2020-07,160,60.94,9750.96,0.0915
P5108,2020-07,156,56.66,8839.1,0.0738
P5110,2020-07,165,55.21,9109.21,0.0909
P5111,2020-07,165,56.23,9277.71,0.1056
P5112,2020-07,151,55.54,8387.24,0.1051
P5115,2020-07,157,58.21,9138.27,0.082
P5117,2020-07,166,55.05,9137.96,0.1003
P5118,2020-07,321,62.35,20014.51,0.0677
P5119,2020-07,154,59.54,9168.5,0.0653
P5001,2020-08,123,149.69,18412.34,0.0749
P5002,2020-08,125,150.51,18813.92,0.1024
P5007,2020-08,124,150.07,18608.69,0.0922
P5008,2020-08,128,145.65,18642.75,0.0678
P5009,2020-08,120,153.58,18429.8,0.1064
P5010,2020-08,116,145.95,16930.27,0.0664
P5012,2020-08,121,148.66,17988.41,0.0931
P5013,2020-08,129,154.45,19924.45,0.064
P5014,2020-08,120,152.0,18239.71,0.0658
P5017,2020-08,119,149.84,17831.16,0.1041
P5020,2020-08,131,145.61,19075.39,0.0813
P5024,2020-08,130,154.16,20040.27,0.0754
P5025,2020-08,180,40.62,7310.84,0.2296
P5028,2020-08,161,48.02,7731.63,0.2543
P5031,2020-08,177,47.33,8378.18,0.2626
P5032,2020-08,183,48.69,8910.29,0.2558
P5033,2020-08,169,48.84,8254.55,0.2654
P5039,2020-08,182,46.7,8498.65,0.268
P5040,2020-08,160,45.53,7284.45,0.2333
P5041,2020-08,179,40.64,7275.38,0.2588
P5043,2020-08,165,45.67,7535.68,0.2226
P5044,2020-08,177,45.14,7989.64,0.2633
P5045,2020-08,169,45.16,7632.38,0.2548
P5046,2020-08,176,44.68,7863.75,0.239
P5047,2020-08,162,48.87,7916.21,0.2427
P5049,2020-08,132,56.29,7430.56,0.0994
P5051,2020-08,137,59.4,8137.73,0.0826
P5052,2020-08,134,57.84,7751.03,0.0838
P5056,2020-08,137,56.37,7722.39,0.0764
P5059,2020-08,148,59.84,8856.88,0.106
P5060,2020-08,147,58.13,8545.51,0.0815
P5061,2020-08,143,55.64,7955.99,0.0878
P5063,2020-08,141,61.26,8637.07,0.0858
P5065,2020-08,131,59.24,7760.92,0.0637
P5066,2020-08,138,59.92,8269.26,0.0755
P5067,2020-08,133,64.93,8635.46,0.0796
P5068,2020-08,148,64.64,9567.36,0.0984
P5073,2020-08,132,63.21,8343.87,0.1099
P5074,2020-08,144,55.76,8029.83,0.0708
P5076,2020-08,142,61.75,8768.3,0.0997
P5077,2020-08,143,60.43,8642.08,0.0845
P5078,2020-08,133,62.86,8360.35,0.0994
P5081,2020-08,136,63.76,8670.74,0.0618
P5086,2020-08,145,62.91,9121.7,0.0624
P5088,2020-08,147,55.79,8201.57,0.1091
P5089,2020-08,149,61.42,9151.85,0.0675
P5091,2020-08,135,55.69,7517.71,0.0824
P5092,2020-08,134,64.55,8649.53,0.1039
P5096,2020-08,135,55.54,7497.31,0.0601
P5098,2020-08,132,62.95,8308.79,0.0934
P5099,2020-08,135,57.64,7781.94,0.069
P5100,2020-08,143,64.24,9185.77,0.0757
P5101,2020-08,134,58.2,7799.28,0.0941
P5103,2020-08,149,63.94,9526.64,0.087
P5105,2020-08,139,59.36,8250.73,0.068
P5106,2020-08,135,58.01,7830.93,0.0886
P5108,2020-08,139,64.45,8958.37,0.074
P5110,2020-08,132,58.5,7722.22,0.1059
P5111,2020-08,145,62.98,9131.69,0.0812
P5112,2020-08,139,64.6,8979.48,0.1029
P5115,2020-08,145,57.28,8305.47,0.0768
P5117,2020-08,144,60.92,8772.78,0.0675
P5118,2020-08,139,63.48,8823.23,0.0992
P5119,2020-08,148,55.36,8193.75,0.0989
P5001,2020-09,120,148.61,17833.0,0.0758
P5002,2020-09,116,150.53,17461.37,0.099
P5007,2020-09,119,151.07,17976.95,0.0712
P5008,2020-09,125,149.41,18676.12,0.0741
P5009,2020-09,117,152.91,17890.74,0.0699
P5010,2020-09,122,145.17,17710.62,0.0796
P5012,2020-09,123,149.55,18394.76,0.0908
P5013,2020-09,129,147.42,19017.07,0.0626
P5014,2020-09,118,147.21,17371.34,0.091
P5017,2020-09,130,145.63,18932.42,0.101
P5020,2020-09,45,153.58,6911.28,0.0671
P5024,2020-09,131,151.58,19856.97,0.1029
P5025,2020-09,169,40.2,6794.58,0.2638
P5028,2020-09,183,43.76,8008.6,0.2392
P5031,2020-09,170,44.25,7522.84,0.2301
P5032,2020-09,159,48.53,7715.68,0.2579
P5033,2020-09,168,44.61,7494.68,0.2394
P5039,2020-09,170,41.1,6987.0,0.2537
P5040,2020-09,174,43.62,7589.2,0.2368
P5041,2020-09,173,46.16,7986.26,0.2309
P5043,2020-09,172,48.73,8380.78,0.2695
P5044,2020-09,180,43.57,7843.38,0.2336
P5045,2020-09,166,46.73,7757.37,0.2401
P5046,2020-09,183,49.97,9144.04,0.2555
P5047,2020-09,160,40.72,6514.67,0.2579
P5049,2020-09,147,59.77,8786.31,0.0938
P5051,2020-09,145,62.67,9086.75,0.0816
P5052,2020-09,53,64.82,3435.64,0.0778
P5056,2020-09,148,61.15,9049.87,0.0667
P5059,2020-09,140,63.63,8907.96,0.0816
P5060,2020-09,132,60.73,8016.06,0.0962
P5061,2020-09,138,59.05,8148.81,0.0999
P5063,2020-09,137,62.99,8629.89,0.0759
P5065,2020-09,132,55.11,7274.74,0.0648
P5066,2020-09,142,56.99,8092.9,0.0662
P5067,2020-09,134,56.23,7534.41,0.1008
P5068,2020-09,142,56.52,8025.87,0.11
P5073,2020-09,139,62.01,8618.81,0.0759
P5074,2020-09,137,63.69,8725.33,0.0742
P5076,2020-09,145,59.4,8613.2,0.0647
P5077,2020-09,142,64.47,9154.83,0.1005
P5078,2020-09,131,59.23,7759.26,0.0798
P5081,2020-09,148,64.69,9574.48,0.0962
P5086,2020-09,144,61.24,8818.47,0.099
P5088,2020-09,133,56.44,7506.89,0.0938
P5089,2020-09,282,55.17,15557.55,0.1016
P5091,2020-09,140,56.22,7870.93,0.1011
P5092,2020-09,136,55.24,7512.94,0.0625
P5096,2020-09,142,64.53,9162.68,0.1
P5098,2020-09,147,56.0,8231.91,0.0923
P5099,2020-09,136,57.32,7795.58,0.0657
P5100,2020-09,139,55.49,7713.62,0.0906
P5101,2020-09,138,61.17,8441.21,0.1094
P5103,2020-09,131,63.91,8371.91,0.086
P5105,2020-09,138,58.91,8129.84,0.0639
P5106,2020-09,149,56.55,8426.69,0.0923
P5108,2020-09,134,61.08,8184.19,0.0695
P5110,2020-09,138,57.69,7960.77,0.0854
P5111,2020-09,135,57.25,7729.05,0.0922
P5112,2020-09,143,64.7,9252.05,0.0972
P5115,2020-09,149,58.9,8775.53,0.0682
P5117,2020-09,148,61.27,9068.39,0.1086
P5118,2020-09,143,63.33,9055.56,0.101
P5119,2020-09,139,63.59,8838.8,0.0842
P5001,2020-10,122,145.47,17746.85,0.1043
P5002,2020-10,131,153.76,20142.94,0.0777
P5007,2020-10,128,151.37,19375.01,0.0913
P5008,2020-10,120,145.69,17483.2,0.11
P5009,2020-10,121,147.41,17836.05,0.084
P5010,2020-10,125,153.06,19132.17,0.081
P5012,2020-10,116,151.23,17542.63,0.1018
P5013,2020-10,130,154.31,20059.67,0.0982
P5014,2020-10,126,151.53,19092.59,0.1079
P5017,2020-10,117,154.68,18097.81,0.0773
P5020,2020-10,132,150.2,19825.85,0.0624
P5024,2020-10,129,148.87,19204.29,0.0612
P5025,2020-10,177,46.8,8284.29,0.2298
P5028,2020-10,171,47.25,8079.35,0.2373
P5031,2020-10,344,42.15,14500.25,0.2505
P5032,2020-10,181,40.83,7390.88,0.2689
P5033,2020-10,169,48.2,8146.05,0.2349
P5039,2020-10,169,47.09,7958.79,0.2447
