model_id,month,units_sold,avg_price,dealership_count,revenue
C1086,2020-05,205,18152,9,3721160
C1089,2020-05,157,25707,25,4035999
C1090,2020-05,129,25296,10,3263184
C1093,2020-05,26,76265,10,1982890
C1094,2020-05,88,50574,9,4450512
C1095,2020-05,16,76910,21,1230560
C1097,2020-05,15,77186,23,1157790
C1101,2020-05,82,25712,20,2108384
C1102,2020-05,102,18153,23,1851606
C1001,2020-06,85,25690,8,2183650
C1002,2020-06,71,35767,12,2539457
C1007,2020-06,91,25151,11,2288741
C1008,2020-06,97,51185,17,4964945
C1010,2020-06,209,25114,23,5248826
C1011,2020-06,28,76250,25,2135000
C1016,2020-06,48,76264,17,3660672
C1021,2020-06,191,35411,24,6763501
C1022,2020-06,76,51336,19,3901536
C1023,2020-06,173,25541,22,4418593
C1024,2020-06,88,50636,22,4455968
C1025,2020-06,129,50196,10,6475284
C1026,2020-06,18,75423,8,1357614
C1030,2020-06,17,75510,13,1283670
C1031,2020-06,34,76338,10,2595492
C1032,2020-06,18,76393,23,1375074
C1034,2020-06,17,76300,20,1297100
C1035,2020-06,18,75862,21,1365516
C1036,2020-06,23,76778,10,1765894
C1038,2020-06,106,50399,21,5342294
C1039,2020-06,135,18333,19,2474955
C1041,2020-06,144,18513,17,2665872
C1043,2020-06,113,18026,11,2036938
C1046,2020-06,119,51181,13,6090539
C1047,2020-06,73,36009,23,2628657
C1048,2020-06,71,35827,24,2543717
C1049,2020-06,130,18094,13,2352220
C1051,2020-06,108,18265,10,1972620
C1053,2020-06,73,35183,14,2568359
C1057,2020-06,45,75284,9,3387780
C1062,2020-06,108,50673,21,5472684
C1063,2020-06,92,50877,17,4680684
C1066,2020-06,151,25054,25,3783154
C1069,2020-06,107,18316,16,1959812
C1070,2020-06,74,35922,20,2658228
C1072,2020-06,20,75790,8,1515800
C1075,2020-06,87,25294,13,2200578
C1077,2020-06,18,75112,16,1352016
C1080,2020-06,72,35686,20,2569392
C1081,2020-06,130,25112,12,3264560
C1082,2020-06,114,18009,20,2053026
C1086,2020-06,247,18487,22,4566289
C1089,2020-06,180,25478,10,4586040
C1090,2020-06,144,25213,12,3630672
C1093,2020-06,30,76236,13,2287080
C1094,2020-06,92,51086,21,4699912
C1095,2020-06,18,76780,25,1382040
C1097,2020-06,17,75872,11,1289824
C1101,2020-06,84,25081,15,2106804
C1102,2020-06,105,18185,15,1909425
C1001,2020-07,101,25273,25,2552573
C1002,2020-07,77,35663,11,2746051
C1007,2020-07,96,25409,11,2439264
C1008,2020-07,110,50245,12,5526950
C1010,2020-07,247,25282,10,6244654
C1011,2020-07,33,75047,19,2476551
C1016,2020-07,51,75531,16,3852081
C1021,2020-07,207,35574,16,7363818
C1022,2020-07,88,50837,16,4473656
C1023,2020-07,190,25351,17,4816690
C1024,2020-07,106,50169,22,5317914
C1025,2020-07,149,50134,20,7469966
C1026,2020-07,19,77222,15,1467218
C1030,2020-07,20,75840,11,1516800
C1031,2020-07,39,76822,10,2996058
C1032,2020-07,19,76806,20,1459314
C1034,2020-07,19,76589,25,1455191
C1035,2020-07,20,76070,9,1521400
C1036,2020-07,27,75257,15,2031939
C1038,2020-07,121,50092,8,6061132
C1039,2020-07,157,18359,23,2882363
C1041,2020-07,175,18508,8,3238900
C1043,2020-07,119,18017,25,2144023
C1046,2020-07,138,50717,11,6998946
C1047,2020-07,77,35921,19,2765917
C1048,2020-07,83,35194,16,2921102
C1049,2020-07,140,18392,15,2574880
C1051,2020-07,127,18067,11,2294509
C1053,2020-07,84,35845,13,3010980
C1057,2020-07,50,76969,16,3848450
C1062,2020-07,130,50599,10,6577870
C1063,2020-07,108,50191,9,5420628
C1066,2020-07,173,25506,25,4412538
C1069,2020-07,120,18404,25,2208480
C1072,2020-07,22,76322,17,1679084
C1075,2020-07,94,25596,23,2406024
C1077,2020-07,19,76655,19,1456445
C1080,2020-07,77,35553,9,2737581
C1081,2020-07,148,25704,8,3804192
C1082,2020-07,122,18107,15,2209054
C1086,2020-07,279,18105,16,5051295
C1089,2020-07,199,25744,22,5123056
C1090,2020-07,156,25574,13,3989544
C1093,2020-07,35,76776,23,2687160
C1094,2020-07,112,50002,16,5600224
C1095,2020-07,20,77144,25,1542880
C1097,2020-07,20,75161,10,1503220
C1101,2020-07,99,25064,15,2481336
C1102,2020-07,121,18232,10,2206072
C1001,2020-08,96,25683,23,2465568
C1002,2020-08,78,35158,17,2742324
C1007,2020-08,93,25313,11,2354109
C1008,2020-08,104,51251,8,5330104
C1010,2020-08,247,25227,15,6231069
C1011,2020-08,34,76817,16,2611778
C1016,2020-08,56,75557,10,4231192
C1021,2020-08,214,35175,9,7527450
C1022,2020-08,91,50693,25,4613063
C1023,2020-08,191,25697,10,4908127
C1024,2020-08,101,50453,15,5095753
C1025,2020-08,146,50033,8,7304818
C1026,2020-08,19,76830,22,1459770
C1029,2020-08,20,76615,22,1532300
C1030,2020-08,20,76040,19,1520800
C1031,2020-08,37,76320,10,2823840
C1032,2020-08,19,76916,10,1461404
C1034,2020-08,19,76036,16,1444684
C1035,2020-08,19,75754,11,1439326
C1036,2020-08,28,75383,15,2110724
C1038,2020-08,116,51076,24,5924816
C1039,2020-08,172,18005,24,3096860
C1041,2020-08,177,18051,8,3195027
C1043,2020-08,126,18147,18,2286522
C1046,2020-08,138,51179,21,7062702
C1047,2020-08,79,35732,25,2822828
C1048,2020-08,83,35865,18,2976795
C1049,2020-08,147,18178,24,2672166
C1051,2020-08,124,18402,21,2281848
C1053,2020-08,81,35135,23,2845935
C1057,2020-08,52,75026,11,3901352
C1062,2020-08,132,50780,23,6702960
C1063,2020-08,104,51152,14,5319808
C1066,2020-08,164,25726,19,4219064
C1069,2020-08,123,18155,11,2233065
C1072,2020-08,24,75609,16,1814616
C1075,2020-08,95,25282,13,2401790
C1077,2020-08,19,76563,21,1454697
C1080,2020-08,77,35647,11,2744819
C1081,2020-08,151,25727,17,3884777
C1082,2020-08,117,18145,21,2122965
C1086,2020-08,281,18117,20,5090877
C1089,2020-08,214,25618,23,5482252
C1090,2020-08,174,25396,19,4418904
C1093,2020-08,35,75458,16,2641030
C1094,2020-08,116,51347,19,5956252
C1095,2020-08,21,75255,14,1580355
C1097,2020-08,19,77099,19,1464881
C1101,2020-08,101,25183,16,2543483
C1102,2020-08,120,18192,21,2183040
C1001,2020-09,89,25594,23,2277866
C1002,2020-09,75,35836,9,2687700
C1007,2020-09,86,25747,11,2214242
C1008,2020-09,100,50698,11,5069800
C1010,2020-09,227,25312,19,5745824
C1011,2020-09,31,77239,24,2394409
C1016,2020-09,49,76095,20,3728655
C1019,2020-09,18,76897,8,1384146
C1021,2020-09,192,35764,12,6866688
C1022,2020-09,83,50872,8,4222376
C1023,2020-09,182,25073,25,4563286
C1024,2020-09,96,50815,14,4878240
C1025,2020-09,138,50043,19,6905934
C1026,2020-09,19,75768,13,1439592
C1029,2020-09,18,76500,21,1377000
C1030,2020-09,18,76848,10,1383264
C1031,2020-09,36,76863,21,2767068
C1032,2020-09,18,76553,18,1377954
C1034,2020-09,19,77172,10,1466268
C1035,2020-09,18,75666,23,1361988
C1036,2020-09,26,76816,24,1997216
C1038,2020-09,113,50439,20,5699607
C1039,2020-09,150,18191,15,2728650
C1041,2020-09,168,18458,8,3100944
C1043,2020-09,115,18120,12,2083800
C1046,2020-09,135,50945,12,6877575
C1047,2020-09,76,35895,13,2728020
C1048,2020-09,76,35260,18,2679760
C1049,2020-09,135,18009,24,2431215
C1051,2020-09,105,18468,21,1939140
C1053,2020-09,74,35395,15,2619230
C1057,2020-09,50,76032,22,3801600
C1062,2020-09,117,50398,16,5896566
C1063,2020-09,101,50410,24,5091410
C1066,2020-09,153,25154,23,3848562
C1069,2020-09,107,18005,15,1926535
C1072,2020-09,23,76502,12,1759546
C1075,2020-09,85,25132,15,2136220
C1077,2020-09,18,77209,12,1389762
C1080,2020-09,74,35843,17,2652382
C1081,2020-09,247,25440,12,6283680
C1082,2020-09,105,18271,25,1918455
C1086,2020-09,251,18208,21,4570208
C1089,2020-09,200,25370,16,5074000
C1090,2020-09,159,25146,22,3998214
C1093,2020-09,34,77161,18,2623474
C1094,2020-09,101,50189,25,5069089
C1095,2020-09,19,76716,20,1457604
C1097,2020-09,18,76095,8,1369710
C1101,2020-09,88,25068,12,2205984
C1102,2020-09,108,18201,11,1965708
C1001,2020-10,78,25408,19,1981824
C1002,2020-10,66,35059,17,2313894
C1007,2020-10,82,25602,18,2099364
C1008,2020-10,91,50553,16,4600323
C1010,2020-10,204,25525,22,5207100
C1011,2020-10,30,76975,10,2309250
C1016,2020-10,44,75184,18,3308096
C1019,2020-10,16,75057,10,1200912
C1021,2020-10,174,35754,16,6221196
C1022,2020-10,75,50688,13,3801600
C1023,2020-10,154,25140,24,3871560
C1024,2020-10,92,50126,25,4611592
C1025,2020-10,124,50711,17,6288164
C1026,2020-10,15,77160,12,1157400
C1029,2020-10,16,76028,18,1216448
C1030,2020-10,16,75877,10,1214032
C1031,2020-10,32,76156,19,2436992
C1032,2020-10,16,76536,13,1224576
C1034,2020-10,16,75555,18,1208880
C1035,2020-10,16,76283,11,1220528
C1036,2020-10,23,75947,9,1746781
C1038,2020-10,99,50430,8,4992570
C1039,2020-10,148,18218,9,2696264
C1041,2020-10,149,18508,17,2757692
C1043,2020-10,101,18436,9,1862036
C1046,2020-10,119,50372,23,5994268
C1047,2020-10,64,35717,11,2285888
C1048,2020-10,64,35017,25,2241088
C1049,2020-10,124,18281,18,2266844
C1051,2020-10,39,18381,13,716859
C1053,2020-10,68,35361,23,2404548
C1057,2020-10,42,75924,24,3188808
C1062,2020-10,112,51290,25,5744480
C1063,2020-10,88,51236,15,4508768
C1066,2020-10,142,25271,16,3588482
C1069,2020-10,100,18067,16,1806700
C1072,2020-10,20,75540,14,1510800
C1075,2020-10,78,25407,17,1981746
C1077,2020-10,15,75277,16,1129155
C1080,2020-10,64,35545,17,2274880
C1081,2020-10,128,25229,14,3229312
C1082,2020-10,94,18468,14,1735992
C1086,2020-10,225,18029,18,4056525
C1089,2020-10,176,25431,16,4475856
C1090,2020-10,140,25749,15,3604860
C1093,2020-10,30,76764,10,2302920
C1094,2020-10,95,50832,11,4829040
C1095,2020-10,16,75488,23,1207808
C1097,2020-10,16,77175,25,1234800
C1101,2020-10,75,25334,23,1900050
C1102,2020-10,101,18423,24,1860723
C1001,2020-11,75,25302,22,1897650
C1002,2020-11,68,35437,20,2409716
C1007,2020-11,82,25380,14,2081160
C1008,2020-11,96,50048,25,4804608
C1010,2020-11,199,25134,12,5001666
C1011,2020-11,30,76900,16,2307000
C1016,2020-11,44,75517,20,3322748
C1019,2020-11,18,76076,15,1369368
C1021,2020-11,179,35856,23,6418224
C1022,2020-11,77,50135,18,3860395
C1023,2020-11,168,25210,21,4235280
C1024,2020-11,87,51259,9,4459533
C1025,2020-11,120,50203,25,6024360
C1026,2020-11,17,75136,11,1277312
C1029,2020-11,16,75727,19,1211632
C1030,2020-11,16,75214,25,1203424
C1031,2020-11,32,76908,20,2461056
C1032,2020-11,17,75358,21,1281086
C1034,2020-11,15,75926,23,1138890
C1035,2020-11,6,76726,10,460356
C1036,2020-11,23,76996,20,1770908
C1038,2020-11,106,50482,23,5351092
C1039,2020-11,142,18193,20,2583406
C1040,2020-11,96,18265,14,1753440
C1041,2020-11,148,18037,19,2669476
C1043,2020-11,101,18535,21,1872035
C1046,2020-11,119,50296,16,5985224
C1047,2020-11,63,35580,10,2241540
C1048,2020-11,66,35872,8,2367552
C1049,2020-11,139,18493,10,2570527
C1051,2020-11,101,18202,8,1838402
C1053,2020-11,65,35924,19,2335060
C1057,2020-11,45,76224,17,3430080
C1062,2020-11,108,50465,17,5450220
C1063,2020-11,89,51493,23,4582877
C1066,2020-11,145,25058,16,3633410
C1069,2020-11,94,18155,23,1706570
C1072,2020-11,21,75194,21,1579074
C1075,2020-11,78,25472,24,1986816
C1077,2020-11,17,76503,24,1300551
C1080,2020-11,66,35629,10,2351514
C1081,2020-11,134,25398,12,3403332
C1082,2020-11,98,18046,19,1768508
C1086,2020-11,104,18471,14,1920984
C1089,2020-11,174,25357,15,4412118
C1090,2020-11,150,25630,25,3844500
C1093,2020-11,31,76383,15,2367873
C1094,2020-11,93,50584,14,4704312
C1095,2020-11,16,75586,16,1209376
C1097,2020-11,16,76277,15,1220432
C1101,2020-11,41,25279,13,1036439
C1102,2020-11,100,18337,10,1833700
C1001,2020-12,86,25266,25,2172876
C1002,2020-12,73,35446,25,2587558
C1007,2020-12,88,25381,25,2233528
C1008,2020-12,111,50557,10,5611827
C1010,2020-12,227,25129,16,5704283
C1011,2020-12,34,75043,10,2551462
C1016,2020-12,52,76841,10,3995732
C1019,2020-12,21,75625,9,1588125
C1021,2020-12,209,35307,16,7379163
C1022,2020-12,87,51424,18,4473888
C1023,2020-12,190,25647,11,4872930
C1024,2020-12,107,51136,14,5471552
C1025,2020-12,134,50393,24,6752662
C1026,2020-12,18,76194,19,1371492
C1029,2020-12,18,75879,19,1365822
C1030,2020-12,18,75209,22,1353762
C1031,2020-12,36,75172,14,2706192
C1032,2020-12,18,76080,10,1369440
C1034,2020-12,18,76891,13,1384038
C1035,2020-12,18,77166,17,1388988
C1036,2020-12,27,76588,18,2067876
C1038,2020-12,112,51240,25,5738880
C1039,2020-12,170,18005,24,3060850
C1040,2020-12,108,18397,8,1986876
C1041,2020-12,179,18010,22,3223790
C1043,2020-12,112,18057,9,2022384
C1046,2020-12,141,51190,21,7217790
C1047,2020-12,72,35083,11,2525976
C1048,2020-12,70,35023,24,2451610
C1049,2020-12,153,18490,11,2828970
C1051,2020-12,109,18228,18,1986852
C1053,2020-12,73,35604,21,2599092
C1057,2020-12,50,75742,21,3787100
C1062,2020-12,125,51490,19,6436250
C1063,2020-12,101,50448,9,5095248
C1066,2020-12,162,25216,10,4084992
C1069,2020-12,111,18215,25,2021865
C1072,2020-12,24,75205,20,1804920
C1074,2020-12,89,25633,23,2281337
C1075,2020-12,85,25041,18,2128485
C1077,2020-12,17,77014,21,1309238
C1080,2020-12,73,35105,20,2562665
C1081,2020-12,152,25070,14,3810640
C1082,2020-12,112,18099,20,2027088
C1086,2020-12,266,18206,19,4842796
C1089,2020-12,203,25476,19,5171628
C1090,2020-12,165,25734,19,4246110
C1093,2020-12,34,76990,9,2617660
C1094,2020-12,105,51401,14,5397105
C1095,2020-12,17,77029,22,1309493
C1097,2020-12,18,75618,20,1361124
C1101,2020-12,91,25553,21,2325323
C1102,2020-12,106,18086,19,1917116
C1001,2021-01,99,25747,19,2548953
C1002,2021-01,78,35124,8,2739672
C1007,2021-01,99,25269,13,2501631
C1008,2021-01,122,51196,9,6245912
C1010,2021-01,259,25660,8,6645940
C1011,2021-01,37,75037,22,2776369
C1016,2021-01,58,75842,9,4398836
C1019,2021-01,24,75008,20,1800192
C1021,2021-01,228,35129,22,8009412
C1022,2021-01,106,51033,23,5409498
C1023,2021-01,203,25465,10,5169395
C1024,2021-01,120,51421,14,6170520
C1025,2021-01,157,50043,16,7856751
C1026,2021-01,20,75003,24,1500060
C1029,2021-01,21,75379,14,1582959
C1030,2021-01,20,76946,23,1538920
C1031,2021-01,40,76071,10,3042840
C1032,2021-01,19,76674,13,1456806
C1034,2021-01,21,75196,12,1579116
C1035,2021-01,20,75321,8,1506420
C1036,2021-01,32,76920,9,2461440
C1038,2021-01,125,51234,16,6404250
C1039,2021-01,183,18116,24,3315228
C1040,2021-01,125,18032,16,2254000
C1041,2021-01,193,18444,25,3559692
C1043,2021-01,123,18503,17,2275869
C1046,2021-01,151,50198,23,7579898
C1047,2021-01,82,35629,20,2921578
C1048,2021-01,81,35101,23,2843181
C1049,2021-01,171,18161,22,3105531
C1051,2021-01,118,18092,13,2134856
C1053,2021-01,83,36044,13,2991652
C1057,2021-01,116,77159,10,8950444
C1062,2021-01,145,51172,17,7419940
C1063,2021-01,113,50817,17,5742321
C1066,2021-01,198,25595,12,5067810
C1069,2021-01,119,18037,9,2146403
C1072,2021-01,29,76583,11,2220907
C1074,2021-01,104,25039,20,2604056
C1075,2021-01,94,25438,20,2391172
C1077,2021-01,20,75366,13,1507320
C1080,2021-01,77,35492,8,2732884
C1081,2021-01,165,25234,9,4163610
C1082,2021-01,126,18138,13,2285388
C1086,2021-01,299,18002,19,5382598
C1089,2021-01,236,25214,20,5950504
C1090,2021-01,191,25575,22,4884825
C1093,2021-01,42,75469,24,3169698
C1094,2021-01,126,51371,17,6472746
C1095,2021-01,19,75474,17,1434006
C1097,2021-01,21,76069,10,1597449
C1101,2021-01,98,25149,12,2464602
C1102,2021-01,125,18078,10,2259750
C1001,2021-02,93,25492,10,2370756
C1002,2021-02,83,35696,17,2962768
C1007,2021-02,98,25007,9,2450686
C1008,2021-02,118,50437,22,5951566
C1010,2021-02,255,25107,23,6402285
C1011,2021-02,37,76502,12,2830574
C1016,2021-02,57,76796,11,4377372
C1019,2021-02,24,75063,24,1801512
C1021,2021-02,239,35171,11,8405869
C1022,2021-02,102,51344,19,5237088
C1023,2021-02,212,25452,10,5395824
C1024,2021-02,121,51098,9,6182858
C1025,2021-02,158,50741,23,8017078
C1026,2021-02,20,75709,20,1514180
C1029,2021-02,20,75852,21,1517040
C1030,2021-02,20,75992,16,1519840
C1031,2021-02,45,76580,11,3446100
C1032,2021-02,20,77217,16,1544340
C1034,2021-02,21,75678,12,1589238
C1035,2021-02,19,76578,19,1454982
C1036,2021-02,31,76623,17,2375313
C1038,2021-02,135,50142,8,6769170
C1039,2021-02,190,18335,9,3483650
C1040,2021-02,119,18412,25,2191028
C1041,2021-02,198,18216,9,3606768
C1043,2021-02,119,18289,15,2176391
C1046,2021-02,155,50864,9,7883920
C1047,2021-02,77,35565,16,2738505
C1048,2021-02,77,35522,9,2735194
C1049,2021-02,188,18503,14,3478564
C1051,2021-02,127,18519,11,2351913
C1053,2021-02,78,35289,12,2752542
C1057,2021-02,58,77179,12,4476382
C1061,2021-02,123,18365,18,2258895
C1062,2021-02,271,51186,12,13871406
C1063,2021-02,123,50505,19,6212115
C1066,2021-02,196,25427,13,4983692
C1069,2021-02,126,18375,11,2315250
C1072,2021-02,29,75487,9,2189123
C1074,2021-02,101,25575,14,2583075
C1075,2021-02,93,25186,19,2342298
C1077,2021-02,19,75159,17,1428021
C1080,2021-02,79,35744,11,2823776
C1081,2021-02,174,25313,10,4404462
C1082,2021-02,119,18294,10,2176986
C1086,2021-02,290,18532,25,5374280
C1089,2021-02,233,25370,23,5911210
C1090,2021-02,182,25624,16,4663568
C1093,2021-02,40,76410,20,3056400
C1094,2021-02,129,50160,11,6470640
C1095,2021-02,19,76751,13,1458269
C1097,2021-02,19,76499,20,1453481
C1101,2021-02,99,25453,14,2519847
C1102,2021-02,126,18525,10,2334150
C1001,2021-03,86,25715,16,2211490
C1002,2021-03,70,35080,17,2455600
C1007,2021-03,87,25098,18,2183526
C1008,2021-03,115,50422,22,5798530
C1010,2021-03,240,25046,23,6011040
C1011,2021-03,35,76541,19,2678935
C1016,2021-03,53,75964,16,4026092
C1019,2021-03,21,75066,8,1576386
C1021,2021-03,210,35149,18,7381290
C1022,2021-03,94,50837,20,4778678
C1023,2021-03,189,25255,24,4773195
C1024,2021-03,212,50718,14,10752216
C1025,2021-03,140,51298,16,7181720
C1026,2021-03,19,75705,15,1438395
C1029,2021-03,18,75435,14,1357830
C1030,2021-03,18,76684,24,1380312
C1031,2021-03,40,75751,23,3030040
C1032,2021-03,17,75408,17,1281936
C1034,2021-03,17,76367,14,1298239
C1035,2021-03,19,75584,22,1436096
C1036,2021-03,31,75335,25,2335385
C1038,2021-03,127,50625,20,6429375
C1039,2021-03,172,18250,17,3139000
C1040,2021-03,109,18207,25,1984563
C1041,2021-03,182,18526,13,3371732
C1043,2021-03,111,18083,17,2007213
C1046,2021-03,148,50066,25,7409768
C1047,2021-03,73,35621,15,2600333
C1048,2021-03,74,35837,20,2651938
C1049,2021-03,160,18106,12,2896960
C1051,2021-03,107,18074,17,1933918
C1053,2021-03,73,35527,23,2593471
C1057,2021-03,51,75944,8,3873144
C1061,2021-03,114,18350,25,2091900
C1062,2021-03,129,50873,23,6562617
C1063,2021-03,111,50774,13,5635914
C1066,2021-03,181,25682,24,4648442
C1069,2021-03,113,18248,11,2062024
C1072,2021-03,27,77141,11,2082807
C1074,2021-03,99,25542,20,2528658
C1075,2021-03,86,25353,11,2180358
C1077,2021-03,17,75637,17,1285829
C1080,2021-03,70,35837,22,2508590
C1081,2021-03,313,25149,20,7871637
C1082,2021-03,106,18190,25,1928140
C1086,2021-03,268,18141,13,4861788
C1089,2021-03,224,25380,8,5685120
C1090,2021-03,172,25732,25,4425904
C1093,2021-03,39,75362,23,2939118
C1094,2021-03,119,50462,22,6004978
C1095,2021-03,19,76688,15,1457072
C1097,2021-03,18,76133,23,1370394
C1101,2021-03,84,25531,14,2144604
C1102,2021-03,114,18354,13,2092356
C1001,2021-04,78,25382,11,1979796
C1002,2021-04,67,35974,15,2410258
C1007,2021-04,82,25385,15,2081570
C1008,2021-04,107,50666,18,5421262
C1010,2021-04,212,25511,21,5408332
C1011,2021-04,33,75595,19,2494635
C1016,2021-04,49,76846,19,3765454
C1019,2021-04,21,76499,24,1606479
C1021,2021-04,197,35375,13,6968875
C1022,2021-04,89,50049,19,4454361
C1023,2021-04,182,25420,18,4626440
C1024,2021-04,103,51262,18,5279986
C1025,2021-04,131,50678,13,6638818
C1026,2021-04,16,76300,13,1220800
C1029,2021-04,16,76980,20,1231680
C1030,2021-04,16,75823,15,1213168
C1031,2021-04,36,75484,14,2717424
C1032,2021-04,15,75990,19,1139850
C1034,2021-04,17,76866,21,1306722
C1035,2021-04,15,75841,11,1137615
C1036,2021-04,27,75782,21,2046114
C1038,2021-04,113,50836,20,5744468
C1039,2021-04,161,18127,8,2918447
C1040,2021-04,96,18516,24,1777536
C1041,2021-04,172,18338,22,3154136
C1043,2021-04,101,18180,24,1836180
C1046,2021-04,127,51450,10,6534150
C1047,2021-04,66,35348,18,2332968
C1048,2021-04,63,35670,20,2247210
C1049,2021-04,157,18478,9,2901046
C1051,2021-04,94,18048,19,1696512
C1053,2021-04,68,35584,24,2419712
C1057,2021-04,47,76072,16,3575384
C1061,2021-04,100,18240,18,1824000
C1062,2021-04,113,50715,21,5730795
C1063,2021-04,98,51202,23,5017796
C1066,2021-04,166,25240,17,4189840
C1069,2021-04,103,18175,18,1872025
C1072,2021-04,25,76416,12,1910400
C1074,2021-04,95,25138,11,2388110
C1075,2021-04,77,25171,8,1938167
C1077,2021-04,17,77012,19,1309204
C1080,2021-04,63,35455,18,2233665
C1081,2021-04,150,25602,12,3840300
C1082,2021-04,102,18110,18,1847220
C1086,2021-04,259,18304,8,4740736
C1089,2021-04,199,25678,14,5109922
C1090,2021-04,161,25605,8,4122405
C1093,2021-04,35,76715,21,2685025
C1094,2021-04,100,51067,17,5106700
C1095,2021-04,15,76215,13,1143225
C1097,2021-04,16,76862,11,1229792
C1101,2021-04,80,25030,8,2002400
C1102,2021-04,96,18536,14,1779456
C1001,2021-05,77,25142,12,1935934
C1002,2021-05,68,35368,19,2405024
C1007,2021-05,76,25532,10,1940432
C1008,2021-05,102,50828,11,5184456
C1010,2021-05,216,25654,20,5541264
C1011,2021-05,33,76431,23,2522223
C1016,2021-05,49,76462,21,3746638
C1019,2021-05,22,76610,21,1685420
C1021,2021-05,203,35793,24,7265979
C1022,2021-05,91,50910,14,4632810
C1023,2021-05,189,25499,21,4819311
C1024,2021-05,99,50366,16,4986234
C1025,2021-05,140,51161,16,7162540
C1026,2021-05,7,76244,18,533708
C1029,2021-05,16,75590,9,1209440
C1030,2021-05,16,76688,9,1227008
C1031,2021-05,37,77241,17,2857917
C1032,2021-05,16,77071,9,1233136
C1034,2021-05,16,75336,21,1205376
C1035,2021-05,15,75171,15,1127565
C1036,2021-05,28,75071,10,2101988
C1038,2021-05,116,50809,15,5893844
C1039,2021-05,169,18153,8,3067857
C1040,2021-05,98,18149,16,1778602
C1041,2021-05,173,18535,12,3206555
C1043,2021-05,97,18048,10,1750656
C1046,2021-05,132,51321,8,6774372
C1047,2021-05,66,35720,12,2357520
C1048,2021-05,65,35551,12,2310815
C1049,2021-05,151,18434,13,2783534
C1051,2021-05,100,18459,8,1845900
C1053,2021-05,66,35786,23,2361876
C1057,2021-05,49,75693,22,3708957
C1061,2021-05,102,18096,19,1845792
C1062,2021-05,119,51446,14,6122074
C1063,2021-05,98,50532,25,4952136
C1066,2021-05,168,25369,12,4261992
C1067,2021-05,45,51276,9,2307420
C1069,2021-05,96,18243,10,1751328
C1072,2021-05,24,75717,14,1817208
C1074,2021-05,97,25684,15,2491348
C1075,2021-05,76,25235,19,1917860
C1077,2021-05,16,76292,9,1220672
C1080,2021-05,66,35968,21,2373888
C1081,2021-05,157,25343,24,3978851
C1082,2021-05,99,18283,24,1810017
C1086,2021-05,248,18025,20,4470200
C1089,2021-05,205,25499,19,5227295
C1090,2021-05,170,25512,9,4337040
C1093,2021-05,34,77045,21,2619530
C1094,2021-05,107,50374,19,5390018
C1095,2021-05,17,75859,23,1289603
C1097,2021-05,16,76427,14,1222832
C1101,2021-05,82,25629,14,2101578
C1102,2021-05,99,18063,12,1788237
C1001,2021-06,84,25555,21,2146620
C1002,2021-06,71,35941,24,2551811
C1007,2021-06,89,25358,16,2256862
C1008,2021-06,115,51212,13,5889380
C1010,2021-06,251,25217,8,6329467
C1011,2021-06,38,75907,24,2884466
C1016,2021-06,57,76362,15,4352634
C1018,2021-06,115,18447,15,2121405
C1019,2021-06,24,75284,23,1806816
C1021,2021-06,222,35725,19,7930950
C1022,2021-06,101,50424,21,5092824
C1023,2021-06,201,25513,17,5128113
C1024,2021-06,120,50137,20,6016440
C1025,2021-06,157,50082,9,7862874
C1026,2021-06,17,75035,22,1275595
C1029,2021-06,17,75298,9,1280066
C1030,2021-06,18,75887,19,1365966
C1031,2021-06,44,76871,18,3382324
C1032,2021-06,18,76693,25,1380474
C1034,2021-06,18,76120,24,1370160
C1035,2021-06,19,75987,12,1443753
C1036,2021-06,31,75528,25,2341368
C1038,2021-06,134,50227,21,6730418
C1039,2021-06,199,18121,18,3606079
C1040,2021-06,114,18518,21,2111052
C1041,2021-06,212,18019,24,3820028
C1043,2021-06,108,18409,10,1988172
C1046,2021-06,152,50655,23,7699560
C1047,2021-06,75,36007,12,2700525
C1048,2021-06,73,36002,18,2628146
C1049,2021-06,174,18226,9,3171324
C1051,2021-06,111,18129,23,2012319
C1053,2021-06,70,35071,21,2454970
C1057,2021-06,53,75584,10,4005952
C1061,2021-06,107,18176,10,1944832
C1062,2021-06,139,50831,10,7065509
C1063,2021-06,113,51452,15,5814076
C1066,2021-06,197,25481,20,5019757
C1067,2021-06,52,51121,15,2658292
C1069,2021-06,105,18514,25,1943970
C1071,2021-06,88,25688,8,2260544
C1072,2021-06,28,76888,9,2152864
C1074,2021-06,108,25048,19,2705184
C1075,2021-06,90,25594,10,2303460
C1077,2021-06,18,75334,25,1356012
C1080,2021-06,73,35449,20,2587777
C1081,2021-06,177,25057,10,4435089
C1082,2021-06,110,18472,15,2031920
C1086,2021-06,299,18207,10,5443893
C1089,2021-06,218,25495,20,5557910
C1090,2021-06,193,25722,10,4964346
C1093,2021-06,39,75359,12,2939001
C1094,2021-06,116,50360,14,5841760
C1095,2021-06,18,75101,20,1351818
C1097,2021-06,17,75359,24,1281103
C1101,2021-06,88,25723,19,2263624
C1102,2021-06,114,18401,22,2097714
C1001,2021-07,96,25557,17,2453472
C1002,2021-07,82,35619,17,2920758
C1007,2021-07,96,25094,18,2409024
C1008,2021-07,60,50393,17,3023580
C1010,2021-07,289,25017,24,7229913
C1011,2021-07,44,75812,12,3335728
