dealership_id,region,month,conversion_rate,footfall,sales_growth
D111,West,2023-01,0.12,391,0.0482
D111,West,2023-02,0.12,364,0.0029
D111,West,2023-03,0.12,355,-0.0272
D111,West,2023-04,0.12,398,0.0812
D111,West,2023-05,0.12,388,0.0047
D111,West,2023-06,0.12,390,-0.036
D111,West,2023-07,0.12,367,0.1315
D111,West,2023-08,0.12,388,0.0929
D111,West,2023-09,0.12,361,0.0905
D111,West,2023-10,0.12,375,0.1262
D111,West,2023-11,0.12,355,0.0264
D111,West,2023-12,0.12,354,0.0278
D112,East,2019-01,0.12,363,0.0039
D112,East,2019-02,0.12,378,0.0994
D112,East,2019-03,0.12,389,-0.0111
D112,East,2019-04,0.12,401,0.0358
D112,East,2019-05,0.12,399,0.0624
D112,East,2019-06,0.12,350,0.0112
D112,East,2019-07,0.12,352,0.1481
D112,East,2019-08,0.12,362,0.1247
D112,East,2019-09,0.12,386,0.0296
D112,East,2019-10,0.12,368,-0.022
D112,East,2019-11,0.12,396,0.1131
D112,East,2019-12,0.12,367,0.0444
D112,East,2020-01,0.0669,183,
D112,East,2020-02,0.0886,190,-0.0068
D112,East,2020-03,0.0888,195,0.1011
D112,East,2020-04,0.0874,205,0.13
D112,East,2020-05,0.0721,182,0.0205
D112,East,2020-06,0.0649,199,0.0026
D112,East,2020-07,0.0994,199,0.1026
D112,East,2020-08,0.0872,183,0.0511
D112,East,2020-09,0.072,190,0.1281
D112,East,2020-10,0.0784,205,-0.0131
D112,East,2020-11,0.068,201,0.089
D112,East,2020-12,0.0973,203,0.0079
D112,East,2021-01,0.0758,190,-0.0474
D112,East,2021-02,0.065,190,-0.0438
D112,East,2021-03,0.0686,205,0.1354
D112,East,2021-04,0.0693,192,0.0144
D112,East,2021-05,0.0727,184,-0.0451
D112,East,2021-06,0.0663,198,0.0583
D112,East,2021-07,0.0744,182,0.0482
D112,East,2021-08,0.0917,188,-0.0046
D112,East,2021-09,0.0617,197,0.0285
D112,East,2021-10,0.0846,187,0.0318
D112,East,2021-11,0.0675,193,-0.0085
D112,East,2021-12,0.079,191,0.1396
D112,East,2022-01,0.12,360,0.0758
D112,East,2022-02,0.12,366,0.0689
D112,East,2022-03,0.12,375,0.0113
D112,East,2022-04,0.12,373,0.131
D112,East,2022-05,0.12,385,-0.0116
D112,East,2022-06,0.12,396,0.081
D112,East,2022-07,0.12,389,0.1313
D112,East,2022-08,0.12,362,0.0774
D112,East,2022-09,0.12,378,-0.0082
D112,East,2022-10,0.12,387,0.0905
D112,East,2022-11,0.12,365,-0.0034
D112,East,2022-12,0.12,350,0.051
D112,East,2023-01,0.12,377,-0.0276
D112,East,2023-02,0.12,372,-0.0155
D112,East,2023-03,0.12,393,0.0457
D112,East,2023-04,0.12,378,0.1264
D112,East,2023-05,0.12,355,0.0331
D112,East,2023-06,0.12,362,0.0908
D112,East,2023-07,0.12,397,0.0342
D112,East,2023-08,0.12,357,0.0851
D112,East,2023-09,0.12,379,0.0965
D112,East,2023-10,0.12,370,0.0651
D112,East,2023-11,0.12,399,-0.0365
D112,East,2023-12,0.12,387,0.1349
D113,West,2019-01,0.12,392,0.0471
D113,West,2019-02,0.12,385,-0.015
D113,West,2019-03,0.12,173,0.0488
D113,West,2019-04,0.12,351,0.0686
D113,West,2019-05,0.12,394,0.0059
D113,West,2019-06,0.12,364,0.1237
D113,West,2019-07,0.12,361,0.0338
D113,West,2019-08,0.12,395,-0.0374
D113,West,2019-09,0.12,364,0.0468
D113,West,2019-10,0.12,357,-0.0154
D113,West,2019-11,0.12,379,0.0237
D113,West,2019-12,0.12,384,0.0222
D113,West,2020-01,0.0816,187,0.0093
D113,West,2020-02,0.0763,180,0.0392
D113,West,2020-03,0.0851,187,-0.0307
D113,West,2020-04,0.0835,186,0.0032
D113,West,2020-05,0.0949,205,0.0478
D113,West,2020-06,0.0886,206,-0.0699
D113,West,2020-07,0.0797,192,0.0434
D113,West,2020-08,0.0684,198,-0.0132
D113,West,2020-09,0.081,191,0.0079
D113,West,2020-10,0.0861,189,-0.1065
D113,West,2020-11,0.0878,193,-0.0094
D113,West,2020-12,0.0918,183,-0.0688
D113,West,2021-01,0.0615,180,0.0151
D113,West,2021-02,0.0843,189,0.0065
D113,West,2021-03,0.0856,198,0.0301
D113,West,2021-04,0.0835,202,0.0426
D113,West,2021-05,0.0877,197,0.0301
D113,West,2021-06,0.0699,185,-0.0337
D113,West,2021-07,0.0998,191,-0.0627
D113,West,2021-08,0.0938,192,-0.0039
D113,West,2021-09,0.0802,183,-0.0548
D113,West,2021-10,0.0632,206,-0.0569
D113,West,2021-11,0.0834,190,-0.036
D113,West,2021-12,0.0941,181,-0.0819
D113,West,2022-01,0.12,363,0.1442
D113,West,2022-02,0.12,399,0.0801
D113,West,2022-03,0.12,376,0.0091
D113,West,2022-04,0.12,374,0.084
D113,West,2022-05,0.12,396,0.03
D113,West,2022-06,0.12,393,0.0993
D113,West,2022-07,0.12,371,0.1364
D113,West,2022-08,0.12,369,0.1464
D113,West,2022-09,0.12,399,0.1266
D113,West,2022-10,0.12,386,0.1434
D113,West,2022-11,0.12,355,0.0556
D113,West,2022-12,0.12,395,0.0289
D113,West,2023-01,0.12,363,0.0024
D113,West,2023-02,0.12,390,0.1418
D113,West,2023-03,0.12,361,-0.0231
D113,West,2023-04,0.12,380,-0.0221
D113,West,2023-05,0.12,382,
D113,West,2023-06,0.12,388,0.1243
D113,West,2023-07,0.12,362,-0.0203
D113,West,2023-08,0.12,384,-0.0396
D113,West,2023-09,0.12,360,0.0586
D113,West,2023-10,0.12,364,-0.0418
D113,West,2023-11,0.12,354,0.1418
D113,West,2023-12,0.12,351,0.0038
D114,South,2019-01,0.12,386,0.0718
D114,South,2019-02,0.12,381,0.1229
D114,South,2019-03,0.12,387,0.0663
D114,South,2019-04,0.12,397,-0.0406
D114,South,2019-05,0.12,393,0.1324
D114,South,2019-06,0.12,387,0.1493
D114,South,2019-07,0.12,393,0.0737
D114,South,2019-08,0.12,367,0.0653
D114,South,2019-09,0.12,365,-0.0049
D114,South,2019-10,0.12,359,0.0585
D114,South,2019-11,0.12,398,0.1319
D114,South,2019-12,0.12,357,-0.0481
D114,South,2020-01,0.0984,196,-0.0265
D114,South,2020-02,0.0813,200,0.1373
D114,South,2020-03,0.0976,190,0.1443
D114,South,2020-04,0.0705,192,0.0617
D114,South,2020-05,0.0654,202,0.0372
D114,South,2020-06,0.0747,184,-0.0053
D114,South,2020-07,0.0627,198,0.0838
D114,South,2020-08,0.0854,206,0.073
D114,South,2020-09,0.0911,186,0.006
D114,South,2020-10,0.0873,184,-0.0097
D114,South,2020-11,0.0858,205,0.1036
D114,South,2020-12,0.0819,197,0.0451
D114,South,2021-01,0.0844,197,0.0081
D114,South,2021-02,0.0927,204,-0.0482
D114,South,2021-03,0.0782,191,0.1473
D114,South,2021-04,0.0791,182,
D114,South,2021-05,0.0664,180,-0.0119
D114,South,2021-06,0.0942,186,0.1467
D114,South,2021-07,0.0835,81,0.1183
D114,South,2021-08,0.098,181,0.1137
D114,South,2021-09,0.0601,205,0.1204
D114,South,2021-10,0.0642,192,-0.0271
D114,South,2021-11,0.0664,195,0.0234
D114,South,2021-12,0.0962,203,-0.0148
D114,South,2022-01,0.12,368,0.0852
D114,South,2022-02,0.12,376,-0.0401
D114,South,2022-03,0.12,366,0.0105
D114,South,2022-04,0.12,387,0.122
D114,South,2022-05,0.12,399,0.0917
D114,South,2022-06,0.12,369,0.056
D114,South,2022-07,0.12,391,0.031
D114,South,2022-08,0.12,402,0.1347
D114,South,2022-09,0.12,375,0.0698
D114,South,2022-10,0.12,397,0.1175
D114,South,2022-11,0.12,365,0.1064
D114,South,2022-12,0.12,353,0.0782
D114,South,2023-01,0.12,388,0.0418
D114,South,2023-02,0.12,350,0.0046
D114,South,2023-03,0.12,382,0.1351
D114,South,2023-04,0.12,350,0.0033
D114,South,2023-05,0.12,368,0.0067
D114,South,2023-06,0.12,389,0.145
D114,South,2023-07,0.12,393,0.1407
D114,South,2023-08,0.12,355,-0.0332
D114,South,2023-09,0.12,362,0.0971
D114,South,2023-10,0.12,374,0.132
D114,South,2023-11,0.12,355,0.0191
D114,South,2023-12,0.12,357,0.0932
D115,East,2019-01,0.12,355,0.1013
D115,East,2019-02,0.12,359,-0.027
D115,East,2019-03,0.12,357,-0.0032
D115,East,2019-04,0.12,354,0.1499
D115,East,2019-05,0.12,390,0.0139
D115,East,2019-06,0.12,396,0.0033
D115,East,2019-07,0.12,388,0.0036
D115,East,2019-08,0.12,357,0.0608
D115,East,2019-09,0.12,174,0.1002
D115,East,2019-10,0.12,389,0.1324
D115,East,2019-11,0.12,354,-0.0414
D115,East,2019-12,0.12,365,0.0444
D115,East,2020-01,0.0841,206,0.1176
D115,East,2020-02,0.0663,198,0.0327
D115,East,2020-03,0.0886,185,0.0785
D115,East,2020-04,0.0921,206,0.114
D115,East,2020-05,0.0805,201,0.0114
D115,East,2020-06,0.0742,189,0.0948
D115,East,2020-07,0.0645,186,0.0155
D115,East,2020-08,0.0991,185,-0.0111
D115,East,2020-09,0.0889,181,0.0168
D115,East,2020-10,0.0694,192,0.1121
D115,East,2020-11,0.0852,205,-0.0242
D115,East,2020-12,0.0957,200,-0.0291
D115,East,2021-01,0.0721,197,0.0147
D115,East,2021-02,0.0928,190,0.064
D115,East,2021-03,0.076,187,0.0889
D115,East,2021-04,0.0607,82,0.0096
D115,East,2021-05,0.0936,188,0.1376
D115,East,2021-06,0.0895,202,0.1071
D115,East,2021-07,0.0644,189,-0.0402
D115,East,2021-08,0.0945,204,-0.0111
D115,East,2021-09,0.0637,187,0.1455
D115,East,2021-10,0.0699,206,0.0423
D115,East,2021-11,0.0834,204,0.0778
D115,East,2021-12,0.0618,192,-0.0104
D115,East,2022-01,0.12,398,-0.0482
D115,East,2022-02,0.12,389,0.0739
D115,East,2022-03,0.12,380,0.0924
D115,East,2022-04,0.12,400,-0.0377
D115,East,2022-05,0.12,400,0.0799
D115,East,2022-06,0.12,355,-0.0145
D115,East,2022-07,0.12,386,0.0831
D115,East,2022-08,0.12,392,-0.0292
D115,East,2022-09,0.12,396,0.0282
D115,East,2022-10,0.12,353,-0.0172
D115,East,2022-11,0.12,363,-0.0441
D115,East,2022-12,0.12,358,0.1448
D115,East,2023-01,0.12,366,0.123
D115,East,2023-02,0.12,400,0.0525
D115,East,2023-03,0.12,394,-0.0367
D115,East,2023-04,0.12,386,0.0323
D115,East,2023-05,0.12,393,0.0049
D115,East,2023-06,0.12,355,0.0691
D115,East,2023-07,0.12,370,0.1241
D115,East,2023-08,0.12,401,0.0116
D115,East,2023-09,0.12,350,
D115,East,2023-10,0.12,361,0.0641
D115,East,2023-11,0.12,367,-0.0227
D115,East,2023-12,0.12,376,0.105
